title,csoShortName,description,catalogitemNumber,commercialUnitPrice,commercialunitofissue,customerunitprice,customerunitofissue,discountpremiumfee
OCI Compute Instance - VM.Standard.E3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5056,0.025,OCPU-Hour / GB-Hour,0.0275,OCPU-Hour / GB-Hour,10%
OCI Compute Instance - VM.Standard.E4.Flex - OCPU Offering,Compute Instance - VM.Standard.E4.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5057,0.025,OCPU-Hour / GB-Hour,0.02075,OCPU-Hour / GB-Hour,-17%
OCI Compute Instance - VM.Standard.E4.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E4.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5058,0.025,OCPU-Hour / GB-Hour,0.02075,OCPU-Hour / GB-Hour,-17%
OCI Compute Instance - VM.Optimized3.Flex - OCPU Offering,Compute Instance - VM.Optimized3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5059,0.03,OCPU-Hour / GB-Hour,0.0258,OCPU-Hour / GB-Hour,-14%
OCI Compute Instance - VM.Optimized3.Flex - Memory (GB) Offering,Compute Instance - VM.Optimized3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5060,0.03,OCPU-Hour / GB-Hour,0.0285,OCPU-Hour / GB-Hour,-5%
OCI Compute Instance - VM.Standard3.Flex - OCPU Offering,Compute Instance - VM.Standard3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5061,0.03,OCPU-Hour / GB-Hour,0.0324,OCPU-Hour / GB-Hour,8%
OCI Compute Instance - VM.Standard3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5062,0.03,OCPU-Hour / GB-Hour,0.0276,OCPU-Hour / GB-Hour,-8%
OCI Compute Instance - VM.GPU.A10.1 - 1 GPU Offering,Compute Instance - VM.GPU.A10.1 - 1 GPU,Official Oracle Cloud Compute offering for 1 GPU.,OCI-5063,2.0,GPU-Hour,1.84,GPU-Hour,-8%
OCI Compute Instance - BM.Standard.E5.128 - Bare Metal Offering,Compute Instance - BM.Standard.E5.128 - Bare Metal,Official Oracle Cloud Compute offering for Bare Metal.,OCI-5064,0.025,OCPU-Hour,0.0225,OCPU-Hour,-10%
OCI Block Volume - Performance Units (VPU) - Balanced Offering,Block Volume - Performance Units (VPU) - Balanced,Official Oracle Cloud Storage offering for Performance Units (VPU) - Balanced.,OCI-5065,0.0255,GB-Month / VPU-Month,0.02627,GB-Month / VPU-Month,3%
OCI Block Volume - Performance Units (VPU) - Higher Perf Offering,Block Volume - Performance Units (VPU) - Higher Perf,Official Oracle Cloud Storage offering for Performance Units (VPU) - Higher Perf.,OCI-5066,0.0255,GB-Month / VPU-Month,0.02116,GB-Month / VPU-Month,-17%
OCI Block Volume - Performance Units (VPU) - Ultra High Offering,Block Volume - Performance Units (VPU) - Ultra High,Official Oracle Cloud Storage offering for Performance Units (VPU) - Ultra High.,OCI-5067,0.0255,GB-Month / VPU-Month,0.02269,GB-Month / VPU-Month,-11%
OCI Block Volume - Storage Capacity Offering,Block Volume - Storage Capacity,Official Oracle Cloud Storage offering for Storage Capacity.,OCI-5068,0.0255,GB-Month / VPU-Month,0.02244,GB-Month / VPU-Month,-12%
OCI Object Storage - Standard Storage Offering,Object Storage - Standard Storage,Official Oracle Cloud Storage offering for Standard Storage.,OCI-5069,0.0255,GB-Month / 10k Requests,0.02422,GB-Month / 10k Requests,-5%
OCI Object Storage - Archive Storage Offering,Object Storage - Archive Storage,Official Oracle Cloud Storage offering for Archive Storage.,OCI-5070,0.0255,GB-Month / 10k Requests,0.02218,GB-Month / 10k Requests,-13%
OCI Object Storage - Requests (A/B) Offering,Object Storage - Requests (A/B),Official Oracle Cloud Storage offering for Requests (A/B).,OCI-5071,0.0255,GB-Month / 10k Requests,0.02627,GB-Month / 10k Requests,3%
OCI Object Storage - Data Retrieval Offering,Object Storage - Data Retrieval,Official Oracle Cloud Storage offering for Data Retrieval.,OCI-5072,0.0255,GB-Month / 10k Requests,0.02805,GB-Month / 10k Requests,10%
OCI File Storage - Capacity Offering,File Storage - Capacity,Official Oracle Cloud Storage offering for Capacity.,OCI-5073,0.3,GB-Month,0.321,GB-Month,7%
OCI File Storage - Requests Offering,File Storage - Requests,Official Oracle Cloud Storage offering for Requests.,OCI-5074,0.3,GB-Month,0.291,GB-Month,-3%
OCI Autonomous Database (ATP/ADW) - OCPU Offering,Autonomous Database (ATP/ADW) - OCPU,Official Oracle Cloud Database offering for OCPU.,OCI-5075,30.71933,OCPU-Hour / TB-Month,33.17688,OCPU-Hour / TB-Month,8%
OCI Autonomous Database (ATP/ADW) - Storage Offering,Autonomous Database (ATP/ADW) - Storage,Official Oracle Cloud Database offering for Storage.,OCI-5076,111.80011,OCPU-Hour / TB-Month,89.44009,OCPU-Hour / TB-Month,-20%
OCI Base Database Service - Standard Edition Offering,Base Database Service - Standard Edition,Official Oracle Cloud Database offering for Standard Edition.,OCI-5077,0.98616,OCPU-Hour,1.02561,OCPU-Hour,4%
OCI Base Database Service - Enterprise Edition Offering,Base Database Service - Enterprise Edition,Official Oracle Cloud Database offering for Enterprise Edition.,OCI-5078,0.5833,OCPU-Hour,0.58913,OCPU-Hour,1%
OCI Base Database Service - Enterprise Edition High Performance Offering,Base Database Service - Enterprise Edition High Performance,Official Oracle Cloud Database offering for Enterprise Edition High Performance.,OCI-5079,0.58824,OCPU-Hour,0.58824,OCPU-Hour,0%
OCI Base Database Service - Enterprise Edition Extreme Performance Offering,Base Database Service - Enterprise Edition Extreme Performance,Official Oracle Cloud Database offering for Enterprise Edition Extreme Performance.,OCI-5080,2.41995,OCPU-Hour,2.56515,OCPU-Hour,6%
OCI Exadata Cloud Service - X9 Infrastructure Offering,Exadata Cloud Service - X9 Infrastructure,Official Oracle Cloud Database offering for X9 Infrastructure.,OCI-5081,352.72882,OCPU-Hour / Infrastructure-Month,338.61967,OCPU-Hour / Infrastructure-Month,-4%
OCI Exadata Cloud Service - X9 OCPU Offering,Exadata Cloud Service - X9 OCPU,Official Oracle Cloud Database offering for X9 OCPU.,OCI-5082,2938.20574,OCPU-Hour / Infrastructure-Month,2820.67751,OCPU-Hour / Infrastructure-Month,-4%
OCI Flexible Load Balancer - Bandwidth (10Mbps) Offering,Flexible Load Balancer - Bandwidth (10Mbps),Official Oracle Cloud Networking offering for Bandwidth (10Mbps).,OCI-5083,0.10113,Load Balancer-Hour,0.09102,Load Balancer-Hour,-10%
OCI Flexible Load Balancer - Bandwidth (100Mbps) Offering,Flexible Load Balancer - Bandwidth (100Mbps),Official Oracle Cloud Networking offering for Bandwidth (100Mbps).,OCI-5084,0.11144,Load Balancer-Hour,0.1159,Load Balancer-Hour,4%
OCI Flexible Load Balancer - Bandwidth (1000Mbps) Offering,Flexible Load Balancer - Bandwidth (1000Mbps),Official Oracle Cloud Networking offering for Bandwidth (1000Mbps).,OCI-5085,0.07023,Load Balancer-Hour,0.05689,Load Balancer-Hour,-19%
OCI FastConnect - 1 Gbps Offering,FastConnect - 1 Gbps,Official Oracle Cloud Networking offering for 1 Gbps.,OCI-5086,0.0,Port-Hour,0.0,Port-Hour,-15%
OCI FastConnect - 10 Gbps Offering,FastConnect - 10 Gbps,Official Oracle Cloud Networking offering for 10 Gbps.,OCI-5087,0.0,Port-Hour,0.0,Port-Hour,-17%
OCI VCN Data Transfer - Inbound Offering,VCN Data Transfer - Inbound,Official Oracle Cloud Networking offering for Inbound.,OCI-5088,0.00774,GB,0.00774,GB,0%
OCI VCN Data Transfer - Outbound to Internet (First 10TB free) Offering,VCN Data Transfer - Outbound to Internet (First 10TB free),Official Oracle Cloud Networking offering for Outbound to Internet (First 10TB free).,OCI-5089,0.00733,GB,0.0063,GB,-14%
OCI VCN Data Transfer - Outbound to Internet (Next 40TB) Offering,VCN Data Transfer - Outbound to Internet (Next 40TB),Official Oracle Cloud Networking offering for Outbound to Internet (Next 40TB).,OCI-5090,0.00839,GB,0.0078,GB,-7%
OCI AI Services - Vision - Image Analysis Offering,AI Services - Vision - Image Analysis,Official Oracle Cloud AI/ML offering for Vision - Image Analysis.,OCI-5091,0.98391,1k units,0.94455,1k units,-4%
OCI AI Services - Vision - Document AI Offering,AI Services - Vision - Document AI,Official Oracle Cloud AI/ML offering for Vision - Document AI.,OCI-5092,0.87719,1k units,0.7193,1k units,-18%
OCI AI Services - Language - Sentiment Analysis Offering,AI Services - Language - Sentiment Analysis,Official Oracle Cloud AI/ML offering for Language - Sentiment Analysis.,OCI-5093,0.58162,1k units,0.55836,1k units,-4%
OCI AI Services - Speech - Transcription Offering,AI Services - Speech - Transcription,Official Oracle Cloud AI/ML offering for Speech - Transcription.,OCI-5094,0.54634,1k units,0.54088,1k units,-1%
OCI AI Services - Anomaly Detection Offering,AI Services - Anomaly Detection,Official Oracle Cloud AI/ML offering for Anomaly Detection.,OCI-5095,0.38007,1k units,0.40667,1k units,7%
OCI Generative AI - Llama-2-70b Inference Offering,Generative AI - Llama-2-70b Inference,Official Oracle Cloud AI/ML offering for Llama-2-70b Inference.,OCI-5096,44.83408,1m tokens / Cluster-Hour,46.1791,1m tokens / Cluster-Hour,3%
OCI Generative AI - Cohere Command Inference Offering,Generative AI - Cohere Command Inference,Official Oracle Cloud AI/ML offering for Cohere Command Inference.,OCI-5097,16.15527,1m tokens / Cluster-Hour,16.96303,1m tokens / Cluster-Hour,5%
OCI Generative AI - Dedicated AI Cluster Offering,Generative AI - Dedicated AI Cluster,Official Oracle Cloud AI/ML offering for Dedicated AI Cluster.,OCI-5098,34.39913,1m tokens / Cluster-Hour,33.36716,1m tokens / Cluster-Hour,-3%
OCI Analytics Cloud - Professional Edition Offering,Analytics Cloud - Professional Edition,Official Oracle Cloud Analytics offering for Professional Edition.,OCI-5099,0.80896,OCPU-Hour,0.65526,OCPU-Hour,-19%
OCI Analytics Cloud - Enterprise Edition Offering,Analytics Cloud - Enterprise Edition,Official Oracle Cloud Analytics offering for Enterprise Edition.,OCI-5100,0.88563,OCPU-Hour,0.85906,OCPU-Hour,-3%
OCI Cloud Guard - Global Configuration Offering,Cloud Guard - Global Configuration,Official Oracle Cloud Security offering for Global Configuration.,OCI-5101,0.0,Free,0.0,Free,-6%
OCI WAF - Edge Policy Offering,WAF - Edge Policy,Official Oracle Cloud Security offering for Edge Policy.,OCI-5102,5.0,Policy-Month / 1m Requests,4.75,Policy-Month / 1m Requests,-5%
OCI WAF - Request fee Offering,WAF - Request fee,Official Oracle Cloud Security offering for Request fee.,OCI-5103,5.0,Policy-Month / 1m Requests,4.3,Policy-Month / 1m Requests,-14%
OCI Vault - Key Version Offering,Vault - Key Version,Official Oracle Cloud Security offering for Key Version.,OCI-5104,0.5,Key/Secret-Month,0.475,Key/Secret-Month,-5%
OCI Vault - Secret Version Offering,Vault - Secret Version,Official Oracle Cloud Security offering for Secret Version.,OCI-5105,0.5,Key/Secret-Month,0.465,Key/Secret-Month,-7%
OCI OKE (Kubernetes) - Cluster Management Fee Offering,OKE (Kubernetes) - Cluster Management Fee,Official Oracle Cloud Developer Services offering for Cluster Management Fee.,OCI-5106,0.1,Cluster-Hour / OCPU-Hour,0.09,Cluster-Hour / OCPU-Hour,-10%
OCI OKE (Kubernetes) - Worker Node OCPU Offering,OKE (Kubernetes) - Worker Node OCPU,Official Oracle Cloud Developer Services offering for Worker Node OCPU.,OCI-5107,0.1,Cluster-Hour / OCPU-Hour,0.096,Cluster-Hour / OCPU-Hour,-4%
OCI Functions - Invocations Offering,Functions - Invocations,Official Oracle Cloud Developer Services offering for Invocations.,OCI-5108,0.2,1m Invocations / 1k GB-Sec,0.182,1m Invocations / 1k GB-Sec,-9%
OCI Functions - Execution Duration (GB-Sec) Offering,Functions - Execution Duration (GB-Sec),Official Oracle Cloud Developer Services offering for Execution Duration (GB-Sec).,OCI-5109,0.2,1m Invocations / 1k GB-Sec,0.164,1m Invocations / 1k GB-Sec,-18%
OCI Compute Instance - VM.Standard.E3.Flex - OCPU Offering,Compute Instance - VM.Standard.E3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5110,0.025,OCPU-Hour / GB-Hour,0.024,OCPU-Hour / GB-Hour,-4%
OCI Compute Instance - VM.Standard.E3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5111,0.025,OCPU-Hour / GB-Hour,0.02625,OCPU-Hour / GB-Hour,5%
OCI Compute Instance - VM.Standard.E4.Flex - OCPU Offering,Compute Instance - VM.Standard.E4.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5112,0.025,OCPU-Hour / GB-Hour,0.0205,OCPU-Hour / GB-Hour,-18%
OCI Compute Instance - VM.Standard.E4.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E4.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5113,0.025,OCPU-Hour / GB-Hour,0.021,OCPU-Hour / GB-Hour,-16%
OCI Compute Instance - VM.Optimized3.Flex - OCPU Offering,Compute Instance - VM.Optimized3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5114,0.03,OCPU-Hour / GB-Hour,0.0288,OCPU-Hour / GB-Hour,-4%
OCI Compute Instance - VM.Optimized3.Flex - Memory (GB) Offering,Compute Instance - VM.Optimized3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5115,0.03,OCPU-Hour / GB-Hour,0.03,OCPU-Hour / GB-Hour,0%
OCI Compute Instance - VM.Standard3.Flex - OCPU Offering,Compute Instance - VM.Standard3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5116,0.03,OCPU-Hour / GB-Hour,0.0324,OCPU-Hour / GB-Hour,8%
OCI Compute Instance - VM.Standard3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5117,0.03,OCPU-Hour / GB-Hour,0.0285,OCPU-Hour / GB-Hour,-5%
