title,csoShortName,description,catalogitemNumber,commercialUnitPrice,commercialunitofissue,customerunitprice,customerunitofissue,discountpremiumfee
GCP Vertex AI - Gemini 1.5 Pro Offer,Vertex AI - Gemini 1.5 Pro,Official GCP AI/ML offering for Gemini 1.5 Pro.,GCP-1023,2.1488,Node/Hour / 1M Tokens,1.6976,Node/Hour / 1M Tokens,-21%
GCP Cloud Run - vCPU-second Offer,Cloud Run - vCPU-second,Official GCP Compute offering for vCPU-second.,GCP-1024,0.0,Unit/Second,0.0,Unit/Second,3%
GCP Cloud Run - GiB-second Offer,Cloud Run - GiB-second,Official GCP Compute offering for GiB-second.,GCP-1025,0.0,Unit/Second,0.0,Unit/Second,-8%
GCP Cloud Run - Request Offer,Cloud Run - Request,Official GCP Compute offering for Request.,GCP-1026,0.0,Unit/Second,0.0,Unit/Second,-14%
GCP BigQuery - Active Storage Offer,BigQuery - Active Storage,Official GCP Analytics offering for Active Storage.,GCP-1027,4.9938,GB or TB,4.6942,GB or TB,-6%
GCP BigQuery - Long-term Storage Offer,BigQuery - Long-term Storage,Official GCP Analytics offering for Long-term Storage.,GCP-1028,1.0757,GB or TB,0.9681,GB or TB,-10%
GCP BigQuery - Analysis per TB Offer,BigQuery - Analysis per TB,Official GCP Analytics offering for Analysis per TB.,GCP-1029,1.2988,GB or TB,1.1689,GB or TB,-10%
GCP BigQuery - Flat-rate Offer,BigQuery - Flat-rate,Official GCP Analytics offering for Flat-rate.,GCP-1030,0.7327,GB or TB,0.6228,GB or TB,-15%
GCP Cloud Armor - Policy Offer,Cloud Armor - Policy,Official GCP Security offering for Policy.,GCP-1031,1.4458,Monthly,1.4169,Monthly,-2%
GCP Cloud Armor - Rule Offer,Cloud Armor - Rule,Official GCP Security offering for Rule.,GCP-1032,0.2228,Monthly,0.2183,Monthly,-2%
GCP Cloud Armor - Request Offer,Cloud Armor - Request,Official GCP Security offering for Request.,GCP-1033,1.3525,Monthly,1.2173,Monthly,-10%
GCP Pub/Sub - Throughput Offer,Pub/Sub - Throughput,Official GCP Analytics offering for Throughput.,GCP-1034,0.0787,GB,0.0771,GB,-2%
GCP Pub/Sub - Retention Offer,Pub/Sub - Retention,Official GCP Analytics offering for Retention.,GCP-1035,0.0659,GB,0.0666,GB,1%
GCP Compute Engine - n2-standard-2 Offer,Compute Engine - n2-standard-2,Official GCP Compute offering for n2-standard-2.,GCP-1036,0.7585,vCPU/Hour,0.7282,vCPU/Hour,-4%
GCP Compute Engine - n2-standard-4 Offer,Compute Engine - n2-standard-4,Official GCP Compute offering for n2-standard-4.,GCP-1037,1.7192,vCPU/Hour,1.9083,vCPU/Hour,11%
GCP Compute Engine - e2-micro Offer,Compute Engine - e2-micro,Official GCP Compute offering for e2-micro.,GCP-1038,1.4995,vCPU/Hour,1.5895,vCPU/Hour,6%
GCP Compute Engine - e2-small Offer,Compute Engine - e2-small,Official GCP Compute offering for e2-small.,GCP-1039,1.0647,vCPU/Hour,1.0115,vCPU/Hour,-5%
GCP Compute Engine - c2-standard-4 Offer,Compute Engine - c2-standard-4,Official GCP Compute offering for c2-standard-4.,GCP-1040,1.3861,vCPU/Hour,1.594,vCPU/Hour,15%
GCP Compute Engine - a2-highgpu-1g Offer,Compute Engine - a2-highgpu-1g,Official GCP Compute offering for a2-highgpu-1g.,GCP-1041,2.492,vCPU/Hour,2.5169,vCPU/Hour,1%
GCP Cloud Storage - Standard Offer,Cloud Storage - Standard,Official GCP Storage offering for Standard.,GCP-1042,0.0114,GB Per Month,0.0095,GB Per Month,-17%
GCP Cloud Storage - Nearline Offer,Cloud Storage - Nearline,Official GCP Storage offering for Nearline.,GCP-1043,0.0146,GB Per Month,0.0118,GB Per Month,-19%
GCP Cloud Storage - Coldline Offer,Cloud Storage - Coldline,Official GCP Storage offering for Coldline.,GCP-1044,0.0119,GB Per Month,0.0104,GB Per Month,-13%
GCP Cloud Storage - Archive Offer,Cloud Storage - Archive,Official GCP Storage offering for Archive.,GCP-1045,0.0119,GB Per Month,0.0123,GB Per Month,3%
GCP Cloud SQL - db-f1-micro Offer,Cloud SQL - db-f1-micro,Official GCP Database offering for db-f1-micro.,GCP-1046,0.1253,Instance/Hour,0.1053,Instance/Hour,-16%
GCP Cloud SQL - db-g1-small Offer,Cloud SQL - db-g1-small,Official GCP Database offering for db-g1-small.,GCP-1047,0.4638,Instance/Hour,0.3942,Instance/Hour,-15%
GCP Cloud SQL - db-n1-standard-1 Offer,Cloud SQL - db-n1-standard-1,Official GCP Database offering for db-n1-standard-1.,GCP-1048,0.383,Instance/Hour,0.3026,Instance/Hour,-21%
GCP Cloud SQL - High Availability Offer,Cloud SQL - High Availability,Official GCP Database offering for High Availability.,GCP-1049,0.5931,Instance/Hour,0.5872,Instance/Hour,-1%
GCP Spanner - Node Offer,Spanner - Node,Official GCP Database offering for Node.,GCP-1050,0.4474,Node/Hour,0.425,Node/Hour,-5%
GCP Spanner - Processing Unit Offer,Spanner - Processing Unit,Official GCP Database offering for Processing Unit.,GCP-1051,0.7232,Node/Hour,0.7521,Node/Hour,4%
GCP Spanner - Storage Offer,Spanner - Storage,Official GCP Database offering for Storage.,GCP-1052,0.3587,Node/Hour,0.2977,Node/Hour,-17%
GCP Cloud Interconnect - 10Gbps Dedicated Offer,Cloud Interconnect - 10Gbps Dedicated,Official GCP Networking offering for 10Gbps Dedicated.,GCP-1053,2.1675,Link/Hour,1.8207,Link/Hour,-16%
GCP Cloud Interconnect - 100Gbps Dedicated Offer,Cloud Interconnect - 100Gbps Dedicated,Official GCP Networking offering for 100Gbps Dedicated.,GCP-1054,1.1284,Link/Hour,1.0268,Link/Hour,-9%
GCP Cloud Interconnect - VLAN Attachment Offer,Cloud Interconnect - VLAN Attachment,Official GCP Networking offering for VLAN Attachment.,GCP-1055,0.5276,Link/Hour,0.5751,Link/Hour,9%
GCP Vertex AI - AutoML Training Offer,Vertex AI - AutoML Training,Official GCP AI/ML offering for AutoML Training.,GCP-1056,1.1967,Node/Hour / 1M Tokens,0.9095,Node/Hour / 1M Tokens,-24%
GCP Vertex AI - Prediction Offer,Vertex AI - Prediction,Official GCP AI/ML offering for Prediction.,GCP-1057,3.7749,Node/Hour / 1M Tokens,3.9259,Node/Hour / 1M Tokens,4%
GCP Vertex AI - Custom Training Offer,Vertex AI - Custom Training,Official GCP AI/ML offering for Custom Training.,GCP-1058,2.4813,Node/Hour / 1M Tokens,2.0347,Node/Hour / 1M Tokens,-18%
GCP Vertex AI - Gemini 1.5 Pro Offer,Vertex AI - Gemini 1.5 Pro,Official GCP AI/ML offering for Gemini 1.5 Pro.,GCP-1059,3.0936,Node/Hour / 1M Tokens,2.5986,Node/Hour / 1M Tokens,-16%
GCP Cloud Run - vCPU-second Offer,Cloud Run - vCPU-second,Official GCP Compute offering for vCPU-second.,GCP-1060,0.0,Unit/Second,0.0,Unit/Second,-2%
GCP Cloud Run - GiB-second Offer,Cloud Run - GiB-second,Official GCP Compute offering for GiB-second.,GCP-1061,0.0,Unit/Second,0.0,Unit/Second,11%
GCP Cloud Run - Request Offer,Cloud Run - Request,Official GCP Compute offering for Request.,GCP-1062,0.0,Unit/Second,0.0,Unit/Second,-23%
GCP BigQuery - Active Storage Offer,BigQuery - Active Storage,Official GCP Analytics offering for Active Storage.,GCP-1063,0.186,GB or TB,0.1525,GB or TB,-18%
GCP BigQuery - Long-term Storage Offer,BigQuery - Long-term Storage,Official GCP Analytics offering for Long-term Storage.,GCP-1064,4.1107,GB or TB,4.7273,GB or TB,15%
GCP BigQuery - Analysis per TB Offer,BigQuery - Analysis per TB,Official GCP Analytics offering for Analysis per TB.,GCP-1065,4.2783,GB or TB,3.2943,GB or TB,-23%
GCP BigQuery - Flat-rate Offer,BigQuery - Flat-rate,Official GCP Analytics offering for Flat-rate.,GCP-1066,4.0522,GB or TB,4.6195,GB or TB,14%
GCP Cloud Armor - Policy Offer,Cloud Armor - Policy,Official GCP Security offering for Policy.,GCP-1067,4.882,Monthly,4.7844,Monthly,-2%
GCP Cloud Armor - Rule Offer,Cloud Armor - Rule,Official GCP Security offering for Rule.,GCP-1068,4.4927,Monthly,3.684,Monthly,-18%
GCP Cloud Armor - Request Offer,Cloud Armor - Request,Official GCP Security offering for Request.,GCP-1069,1.9979,Monthly,1.7582,Monthly,-12%
GCP Pub/Sub - Throughput Offer,Pub/Sub - Throughput,Official GCP Analytics offering for Throughput.,GCP-1070,0.093,GB,0.1014,GB,9%
GCP Pub/Sub - Retention Offer,Pub/Sub - Retention,Official GCP Analytics offering for Retention.,GCP-1071,0.0661,GB,0.0694,GB,5%
GCP Compute Engine - n2-standard-2 Offer,Compute Engine - n2-standard-2,Official GCP Compute offering for n2-standard-2.,GCP-1072,3.4574,vCPU/Hour,3.5265,vCPU/Hour,2%
GCP Compute Engine - n2-standard-4 Offer,Compute Engine - n2-standard-4,Official GCP Compute offering for n2-standard-4.,GCP-1073,0.2129,vCPU/Hour,0.181,vCPU/Hour,-15%
GCP Compute Engine - e2-micro Offer,Compute Engine - e2-micro,Official GCP Compute offering for e2-micro.,GCP-1074,1.0651,vCPU/Hour,0.9586,vCPU/Hour,-10%
GCP Compute Engine - e2-small Offer,Compute Engine - e2-small,Official GCP Compute offering for e2-small.,GCP-1075,3.5488,vCPU/Hour,3.1229,vCPU/Hour,-12%
GCP Compute Engine - c2-standard-4 Offer,Compute Engine - c2-standard-4,Official GCP Compute offering for c2-standard-4.,GCP-1076,3.1136,vCPU/Hour,3.3004,vCPU/Hour,6%
GCP Compute Engine - a2-highgpu-1g Offer,Compute Engine - a2-highgpu-1g,Official GCP Compute offering for a2-highgpu-1g.,GCP-1077,0.0985,vCPU/Hour,0.0837,vCPU/Hour,-15%
GCP Cloud Storage - Standard Offer,Cloud Storage - Standard,Official GCP Storage offering for Standard.,GCP-1078,0.0149,GB Per Month,0.0142,GB Per Month,-5%
GCP Cloud Storage - Nearline Offer,Cloud Storage - Nearline,Official GCP Storage offering for Nearline.,GCP-1079,0.0222,GB Per Month,0.0178,GB Per Month,-20%
GCP Cloud Storage - Coldline Offer,Cloud Storage - Coldline,Official GCP Storage offering for Coldline.,GCP-1080,0.0102,GB Per Month,0.0084,GB Per Month,-18%
GCP Cloud Storage - Archive Offer,Cloud Storage - Archive,Official GCP Storage offering for Archive.,GCP-1081,0.0153,GB Per Month,0.0174,GB Per Month,14%
GCP Cloud SQL - db-f1-micro Offer,Cloud SQL - db-f1-micro,Official GCP Database offering for db-f1-micro.,GCP-1082,0.3914,Instance/Hour,0.3014,Instance/Hour,-23%
GCP Cloud SQL - db-g1-small Offer,Cloud SQL - db-g1-small,Official GCP Database offering for db-g1-small.,GCP-1083,0.0761,Instance/Hour,0.0594,Instance/Hour,-22%
GCP Cloud SQL - db-n1-standard-1 Offer,Cloud SQL - db-n1-standard-1,Official GCP Database offering for db-n1-standard-1.,GCP-1084,0.2026,Instance/Hour,0.1621,Instance/Hour,-20%
GCP Cloud SQL - High Availability Offer,Cloud SQL - High Availability,Official GCP Database offering for High Availability.,GCP-1085,0.199,Instance/Hour,0.1532,Instance/Hour,-23%
GCP Spanner - Node Offer,Spanner - Node,Official GCP Database offering for Node.,GCP-1086,0.4138,Node/Hour,0.4759,Node/Hour,15%
GCP Spanner - Processing Unit Offer,Spanner - Processing Unit,Official GCP Database offering for Processing Unit.,GCP-1087,0.3365,Node/Hour,0.3432,Node/Hour,2%
GCP Spanner - Storage Offer,Spanner - Storage,Official GCP Database offering for Storage.,GCP-1088,0.6425,Node/Hour,0.6104,Node/Hour,-5%
GCP Cloud Interconnect - 10Gbps Dedicated Offer,Cloud Interconnect - 10Gbps Dedicated,Official GCP Networking offering for 10Gbps Dedicated.,GCP-1089,4.2874,Link/Hour,3.7729,Link/Hour,-12%
GCP Cloud Interconnect - 100Gbps Dedicated Offer,Cloud Interconnect - 100Gbps Dedicated,Official GCP Networking offering for 100Gbps Dedicated.,GCP-1090,2.8195,Link/Hour,2.6221,Link/Hour,-7%
GCP Cloud Interconnect - VLAN Attachment Offer,Cloud Interconnect - VLAN Attachment,Official GCP Networking offering for VLAN Attachment.,GCP-1091,0.5882,Link/Hour,0.5529,Link/Hour,-6%
GCP Vertex AI - AutoML Training Offer,Vertex AI - AutoML Training,Official GCP AI/ML offering for AutoML Training.,GCP-1092,1.003,Node/Hour / 1M Tokens,0.9729,Node/Hour / 1M Tokens,-3%
GCP Vertex AI - Prediction Offer,Vertex AI - Prediction,Official GCP AI/ML offering for Prediction.,GCP-1093,0.1793,Node/Hour / 1M Tokens,0.1345,Node/Hour / 1M Tokens,-25%
GCP Vertex AI - Custom Training Offer,Vertex AI - Custom Training,Official GCP AI/ML offering for Custom Training.,GCP-1094,1.1192,Node/Hour / 1M Tokens,0.9513,Node/Hour / 1M Tokens,-15%
GCP Vertex AI - Gemini 1.5 Pro Offer,Vertex AI - Gemini 1.5 Pro,Official GCP AI/ML offering for Gemini 1.5 Pro.,GCP-1095,0.55,Node/Hour / 1M Tokens,0.572,Node/Hour / 1M Tokens,4%
GCP Cloud Run - vCPU-second Offer,Cloud Run - vCPU-second,Official GCP Compute offering for vCPU-second.,GCP-1096,0.0,Unit/Second,0.0,Unit/Second,-13%
GCP Cloud Run - GiB-second Offer,Cloud Run - GiB-second,Official GCP Compute offering for GiB-second.,GCP-1097,0.0,Unit/Second,0.0,Unit/Second,-8%
GCP Cloud Run - Request Offer,Cloud Run - Request,Official GCP Compute offering for Request.,GCP-1098,0.0,Unit/Second,0.0,Unit/Second,-12%
GCP BigQuery - Active Storage Offer,BigQuery - Active Storage,Official GCP Analytics offering for Active Storage.,GCP-1099,0.9874,GB or TB,1.0861,GB or TB,10%
GCP BigQuery - Long-term Storage Offer,BigQuery - Long-term Storage,Official GCP Analytics offering for Long-term Storage.,GCP-1100,4.2663,GB or TB,4.309,GB or TB,1%
GCP BigQuery - Analysis per TB Offer,BigQuery - Analysis per TB,Official GCP Analytics offering for Analysis per TB.,GCP-1101,1.8425,GB or TB,1.6398,GB or TB,-11%
GCP BigQuery - Flat-rate Offer,BigQuery - Flat-rate,Official GCP Analytics offering for Flat-rate.,GCP-1102,0.244,GB or TB,0.1854,GB or TB,-24%
GCP Cloud Armor - Policy Offer,Cloud Armor - Policy,Official GCP Security offering for Policy.,GCP-1103,0.2756,Monthly,0.3169,Monthly,15%
GCP Cloud Armor - Rule Offer,Cloud Armor - Rule,Official GCP Security offering for Rule.,GCP-1104,0.7036,Monthly,0.5558,Monthly,-21%
GCP Cloud Armor - Request Offer,Cloud Armor - Request,Official GCP Security offering for Request.,GCP-1105,3.1737,Monthly,3.2054,Monthly,1%
GCP Pub/Sub - Throughput Offer,Pub/Sub - Throughput,Official GCP Analytics offering for Throughput.,GCP-1106,0.0823,GB,0.0658,GB,-20%
GCP Pub/Sub - Retention Offer,Pub/Sub - Retention,Official GCP Analytics offering for Retention.,GCP-1107,0.0452,GB,0.0434,GB,-4%
GCP Compute Engine - n2-standard-2 Offer,Compute Engine - n2-standard-2,Official GCP Compute offering for n2-standard-2.,GCP-1108,1.6269,vCPU/Hour,1.692,vCPU/Hour,4%
GCP Compute Engine - n2-standard-4 Offer,Compute Engine - n2-standard-4,Official GCP Compute offering for n2-standard-4.,GCP-1109,3.5733,vCPU/Hour,3.0373,vCPU/Hour,-15%
GCP Compute Engine - e2-micro Offer,Compute Engine - e2-micro,Official GCP Compute offering for e2-micro.,GCP-1110,2.168,vCPU/Hour,1.7561,vCPU/Hour,-19%
GCP Compute Engine - e2-small Offer,Compute Engine - e2-small,Official GCP Compute offering for e2-small.,GCP-1111,2.3727,vCPU/Hour,2.5151,vCPU/Hour,6%
GCP Compute Engine - c2-standard-4 Offer,Compute Engine - c2-standard-4,Official GCP Compute offering for c2-standard-4.,GCP-1112,0.1595,vCPU/Hour,0.1675,vCPU/Hour,5%
GCP Compute Engine - a2-highgpu-1g Offer,Compute Engine - a2-highgpu-1g,Official GCP Compute offering for a2-highgpu-1g.,GCP-1113,0.9187,vCPU/Hour,0.689,vCPU/Hour,-25%
GCP Cloud Storage - Standard Offer,Cloud Storage - Standard,Official GCP Storage offering for Standard.,GCP-1114,0.0178,GB Per Month,0.018,GB Per Month,1%
GCP Cloud Storage - Nearline Offer,Cloud Storage - Nearline,Official GCP Storage offering for Nearline.,GCP-1115,0.0187,GB Per Month,0.0163,GB Per Month,-13%
GCP Cloud Storage - Coldline Offer,Cloud Storage - Coldline,Official GCP Storage offering for Coldline.,GCP-1116,0.0126,GB Per Month,0.0139,GB Per Month,10%
GCP Cloud Storage - Archive Offer,Cloud Storage - Archive,Official GCP Storage offering for Archive.,GCP-1117,0.0171,GB Per Month,0.0192,GB Per Month,12%
GCP Cloud SQL - db-f1-micro Offer,Cloud SQL - db-f1-micro,Official GCP Database offering for db-f1-micro.,GCP-1118,0.4759,Instance/Hour,0.3712,Instance/Hour,-22%
GCP Cloud SQL - db-g1-small Offer,Cloud SQL - db-g1-small,Official GCP Database offering for db-g1-small.,GCP-1119,0.4972,Instance/Hour,0.5221,Instance/Hour,5%
GCP Cloud SQL - db-n1-standard-1 Offer,Cloud SQL - db-n1-standard-1,Official GCP Database offering for db-n1-standard-1.,GCP-1120,0.2995,Instance/Hour,0.2426,Instance/Hour,-19%
GCP Cloud SQL - High Availability Offer,Cloud SQL - High Availability,Official GCP Database offering for High Availability.,GCP-1121,0.3674,Instance/Hour,0.4115,Instance/Hour,12%
GCP Spanner - Node Offer,Spanner - Node,Official GCP Database offering for Node.,GCP-1122,0.4115,Node/Hour,0.4197,Node/Hour,2%
GCP Spanner - Processing Unit Offer,Spanner - Processing Unit,Official GCP Database offering for Processing Unit.,GCP-1123,0.6141,Node/Hour,0.6264,Node/Hour,2%
GCP Spanner - Storage Offer,Spanner - Storage,Official GCP Database offering for Storage.,GCP-1124,0.627,Node/Hour,0.4828,Node/Hour,-23%
GCP Cloud Interconnect - 10Gbps Dedicated Offer,Cloud Interconnect - 10Gbps Dedicated,Official GCP Networking offering for 10Gbps Dedicated.,GCP-1125,1.3171,Link/Hour,1.2644,Link/Hour,-4%
GCP Cloud Interconnect - 100Gbps Dedicated Offer,Cloud Interconnect - 100Gbps Dedicated,Official GCP Networking offering for 100Gbps Dedicated.,GCP-1126,3.8282,Link/Hour,4.3259,Link/Hour,13%
GCP Cloud Interconnect - VLAN Attachment Offer,Cloud Interconnect - VLAN Attachment,Official GCP Networking offering for VLAN Attachment.,GCP-1127,4.209,Link/Hour,4.6299,Link/Hour,10%
GCP Vertex AI - AutoML Training Offer,Vertex AI - AutoML Training,Official GCP AI/ML offering for AutoML Training.,GCP-1128,1.6277,Node/Hour / 1M Tokens,1.8719,Node/Hour / 1M Tokens,15%
GCP Vertex AI - Prediction Offer,Vertex AI - Prediction,Official GCP AI/ML offering for Prediction.,GCP-1129,4.5388,Node/Hour / 1M Tokens,3.7672,Node/Hour / 1M Tokens,-17%
GCP Vertex AI - Custom Training Offer,Vertex AI - Custom Training,Official GCP AI/ML offering for Custom Training.,GCP-1130,6.741,Node/Hour / 1M Tokens,5.9321,Node/Hour / 1M Tokens,-12%
GCP Vertex AI - Gemini 1.5 Pro Offer,Vertex AI - Gemini 1.5 Pro,Official GCP AI/ML offering for Gemini 1.5 Pro.,GCP-1131,5.9391,Node/Hour / 1M Tokens,5.9985,Node/Hour / 1M Tokens,1%
GCP Cloud Run - vCPU-second Offer,Cloud Run - vCPU-second,Official GCP Compute offering for vCPU-second.,GCP-1132,0.0,Unit/Second,0.0,Unit/Second,-19%
GCP Cloud Run - GiB-second Offer,Cloud Run - GiB-second,Official GCP Compute offering for GiB-second.,GCP-1133,0.0,Unit/Second,0.0,Unit/Second,-12%
GCP Cloud Run - Request Offer,Cloud Run - Request,Official GCP Compute offering for Request.,GCP-1134,0.0,Unit/Second,0.0,Unit/Second,-5%
GCP BigQuery - Active Storage Offer,BigQuery - Active Storage,Official GCP Analytics offering for Active Storage.,GCP-1135,1.0776,GB or TB,1.1099,GB or TB,3%
GCP BigQuery - Long-term Storage Offer,BigQuery - Long-term Storage,Official GCP Analytics offering for Long-term Storage.,GCP-1136,2.9082,GB or TB,3.0245,GB or TB,4%
GCP BigQuery - Analysis per TB Offer,BigQuery - Analysis per TB,Official GCP Analytics offering for Analysis per TB.,GCP-1137,2.4714,GB or TB,2.7433,GB or TB,11%
GCP BigQuery - Flat-rate Offer,BigQuery - Flat-rate,Official GCP Analytics offering for Flat-rate.,GCP-1138,1.4919,GB or TB,1.1338,GB or TB,-24%
GCP Cloud Armor - Policy Offer,Cloud Armor - Policy,Official GCP Security offering for Policy.,GCP-1139,3.0869,Monthly,2.9943,Monthly,-3%
GCP Cloud Armor - Rule Offer,Cloud Armor - Rule,Official GCP Security offering for Rule.,GCP-1140,1.9196,Monthly,2.0732,Monthly,8%
GCP Cloud Armor - Request Offer,Cloud Armor - Request,Official GCP Security offering for Request.,GCP-1141,4.3197,Monthly,4.8381,Monthly,12%
GCP Pub/Sub - Throughput Offer,Pub/Sub - Throughput,Official GCP Analytics offering for Throughput.,GCP-1142,0.0686,GB,0.0528,GB,-23%
GCP Pub/Sub - Retention Offer,Pub/Sub - Retention,Official GCP Analytics offering for Retention.,GCP-1143,0.0416,GB,0.0383,GB,-8%
GCP Compute Engine - n2-standard-2 Offer,Compute Engine - n2-standard-2,Official GCP Compute offering for n2-standard-2.,GCP-1144,1.9038,vCPU/Hour,1.999,vCPU/Hour,5%
GCP Compute Engine - n2-standard-4 Offer,Compute Engine - n2-standard-4,Official GCP Compute offering for n2-standard-4.,GCP-1145,2.6143,vCPU/Hour,1.9607,vCPU/Hour,-25%
GCP Compute Engine - e2-micro Offer,Compute Engine - e2-micro,Official GCP Compute offering for e2-micro.,GCP-1146,0.2603,vCPU/Hour,0.2551,vCPU/Hour,-2%
GCP Compute Engine - e2-small Offer,Compute Engine - e2-small,Official GCP Compute offering for e2-small.,GCP-1147,1.3643,vCPU/Hour,1.3779,vCPU/Hour,1%
GCP Compute Engine - c2-standard-4 Offer,Compute Engine - c2-standard-4,Official GCP Compute offering for c2-standard-4.,GCP-1148,3.7674,vCPU/Hour,3.6167,vCPU/Hour,-4%
GCP Compute Engine - a2-highgpu-1g Offer,Compute Engine - a2-highgpu-1g,Official GCP Compute offering for a2-highgpu-1g.,GCP-1149,0.1432,vCPU/Hour,0.1375,vCPU/Hour,-4%
GCP Cloud Storage - Standard Offer,Cloud Storage - Standard,Official GCP Storage offering for Standard.,GCP-1150,0.0211,GB Per Month,0.0226,GB Per Month,7%
GCP Cloud Storage - Nearline Offer,Cloud Storage - Nearline,Official GCP Storage offering for Nearline.,GCP-1151,0.0132,GB Per Month,0.0152,GB Per Month,15%
GCP Cloud Storage - Coldline Offer,Cloud Storage - Coldline,Official GCP Storage offering for Coldline.,GCP-1152,0.0213,GB Per Month,0.0168,GB Per Month,-21%
GCP Cloud Storage - Archive Offer,Cloud Storage - Archive,Official GCP Storage offering for Archive.,GCP-1153,0.0022,GB Per Month,0.0022,GB Per Month,2%
GCP Cloud SQL - db-f1-micro Offer,Cloud SQL - db-f1-micro,Official GCP Database offering for db-f1-micro.,GCP-1154,0.0225,Instance/Hour,0.0171,Instance/Hour,-24%
GCP Cloud SQL - db-g1-small Offer,Cloud SQL - db-g1-small,Official GCP Database offering for db-g1-small.,GCP-1155,0.2626,Instance/Hour,0.2232,Instance/Hour,-15%
